법인구분,고유번호,회사명,법인명,최초취득일자,출자목적,최초취득금액,기말잔액수량,기말잔액지분율,기말잔액장부가액
유가,00112332,미래에셋생명,YTN,2006.12.04,단순투자,"24,548,000,000","6,290,000",14.98,"18,556,000,000"
유가,00112332,미래에셋생명,ESR켄달스퀘어리츠,2021.12.08,단순투자,"1,899,000,000","300,000",1.88,"1,899,000,000"
유가,00120562,롯데지주,솔루스첨단소재,2019.10.18,단순투자,-,15,0.00,"1,000,000"
기타,00254045,우리은행,삼성전자,2004.07.06,단순투자,0,"70,000",0.00,"5,487,000,000"
기타,00254045,우리은행,SK텔레콤,2004.08.06,단순투자,"891,000,000",0,0.00,0
기타,00254045,우리은행,삼성생명,2011.02.15,단순투자,"164,000,000",0,0.00,0
코스닥,01063884,휴센텍,이즈미디어,2021.10.01,단순투자,"3,500,000,000",-,-,"4,312,872,000"
코스닥,00367455,현우산업,하나금융지주,2013.04.26,단순투자,"268,000,000","9,471",0.00,"398,000,000"
코스닥,00367455,현우산업,KB금융,2018.01.19,단순투자,"537,000,000","8,335",0.00,"458,000,000"
코스닥,00367455,현우산업,삼성물산,2020.04.21,단순투자,"753,000,000","6,370",0.00,"758,000,000"
코스닥,00367455,현우산업,SK하이닉스,2020.04.16,단순투자,"410,000,000","2,000",0.00,"262,000,000"
코스닥,00367455,현우산업,삼성전자,2021.09.16,단순투자,"310,000,000","4,360",0.00,"310,000,000"
코스닥,00608839,에이루트,호텔신라,2021.12.14,단순투자,"299,000,000","3,900",0.01,"304,000,000"
코스닥,00608839,에이루트,LG전자,2021.09.09,단순투자,"1,102,000,000","7,960",0.005,"1,098,000,000"
코스닥,00608839,에이루트,파라다이스,2021.08.27,단순투자,"800,000,000","13,310",0.01,"199,000,000"
유가,00108135,녹십자홀딩스,한일홀딩스,1987.03.02,단순투자,"297,000,000","290,020",1.0,"3,915,000,000"
유가,00108135,녹십자홀딩스,케어랩스,2017.11.15,단순투자,"7,000,000,000","40,000",0.2,"400,000,000"
유가,00113243,대한제분,SK텔레콤,1994.06.29,단순투자,"787,000,000",-,-,-
유가,00113243,대한제분,이지바이오,2020.06.05,단순투자,"40,000,000","960,160",2.81,"4,546,000,000"
유가,00113243,대한제분,조광피혁,2019.12.30,단순투자,"7,000,000","36,543",0.55,"1,995,000,000"
유가,00113243,대한제분,하나금융지주,1987.07.31,단순투자,"138,000,000",-,-,-
유가,00113243,대한제분,롯데제과,1987.07.31,단순투자,"1,000,000",-,-,-
유가,00113243,대한제분,롯데지주,2017.07.30,단순투자,"466,000,000",-,-,-
유가,00113243,대한제분,SBS,1990.11.12,단순투자,"4,900,000,000","182,326",1.00,"8,998,000,000"
유가,00134477,SNT다이내믹스,BNK금융지주,2020.11.20,단순투자,"29,924,000,000","5,164,104",1.58,"43,378,000,000"
유가,00136271,신성이엔지,우리기술투자,2018.01.31,단순투자,"51,889,572,000","7,560,000",9.00,"69,098,400,000"
유가,00480455,STX엔진,STX중공업,2009.01.01,단순투자,"99,367,000,000","47,824",0.17,"227,000,000"
코스닥,00787057,휴맥스,이노뎁,2018.07.19,단순투자,"1,999,992,000",-,-,-
유가,00135917,한화손해보험,맥쿼리인프라,2009.12.31,단순투자,"211,000,000","13,756,038",3.40,"193,272,000,000"
유가,00135917,한화손해보험,삼성물산,2020.06.16,단순투자,"24,000,000",0,0.00,0
유가,00135917,한화손해보험,카카오,2020.03.03,단순투자,"246,000,000",0,0.00,0
유가,00135917,한화손해보험,SK텔레콤,2020.03.02,단순투자,"335,000,000",0,0.00,0
유가,00135917,한화손해보험,LG전자,2020.08.20,단순투자,"476,000,000",369,0.00,"51,000,000"
유가,00135917,한화손해보험,CJ ENM,2020.08.12,단순투자,"245,000,000",0,0.00,0
유가,00135917,한화손해보험,현대자동차,2020.03.02,단순투자,"334,000,000","4,251",0.00,"888,000,000"
유가,00135917,한화손해보험,서울반도체,2020.09.08,단순투자,"121,000,000",0,0.00,0
유가,00135917,한화손해보험,LG유플러스,2020.03.02,단순투자,0,0,0.00,0
유가,00135917,한화손해보험,한솔케미칼,2020.03.04,단순투자,"149,000,000",0,0.00,0
유가,00135917,한화손해보험,스튜디오드래곤,2020.07.08,단순투자,"59,000,000",0,0.00,0
유가,00135917,한화손해보험,KG이니시스,2020.09.04,단순투자,"118,000,000",0,0.00,0
유가,00135917,한화손해보험,이엔에프테크놀로지,2020.07.20,단순투자,"24,000,000",0,0.00,0
유가,00135917,한화손해보험,RFHIC,2020.08.28,단순투자,"122,000,000",0,0.00,0
유가,00135917,한화손해보험,이오테크닉스,2020.07.21,단순투자,"60,000,000",0,0.00,0
유가,00135917,한화손해보험,현대제철,2020.07.15,단순투자,"59,000,000",0,0.00,0
유가,00135917,한화손해보험,SK,2020.06.04,단순투자,"47,000,000",204,0.00,"51,000,000"
유가,00135917,한화손해보험,미래에셋맵스리츠,2020.07.17,단순투자,"3,015,000,000","603,000",3.00,"2,955,000,000"
유가,00135917,한화손해보험,엔씨소프트,2020.03.03,단순투자,"251,000,000",310,0.00,"199,000,000"
유가,00135917,한화손해보험,현대글로비스,2020.03.04,단순투자,"149,000,000",0,0.00,0
유가,00135917,한화손해보험,DL,2020.07.15,단순투자,"59,000,000",806,0.00,"49,000,000"
유가,00135917,한화손해보험,티와이홀딩스,2020.11.26,단순투자,"120,000,000",0,0.00,0
유가,00135917,한화손해보험,LG이노텍,2020.03.03,단순투자,"120,000,000",0,0.00,0
유가,00135917,한화손해보험,KB금융,2020.07.15,단순투자,"59,000,000",0,0.00,0
유가,00135917,한화손해보험,하나금융지주,2020.08.10,단순투자,"59,000,000",0,0.00,0
유가,00135917,한화손해보험,삼성전기,2020.03.04,단순투자,"149,000,000",0,0.00,0
유가,00135917,한화손해보험,SK리츠,2021.09.03,단순투자,"1,010,000,000","200,000",0.13,"1,232,000,000"
유가,00135917,한화손해보험,원익IPS,2020.03.09,단순투자,"166,000,000",0,0.00,0
유가,00135917,한화손해보험,한국금융지주,2020.08.04,단순투자,"60,000,000",0,0.00,0
유가,00135917,한화손해보험,삼성에스디에스,2020.06.01,단순투자,"94,000,000",0,0.00,0
유가,00135917,한화손해보험,SK이노베이션,2020.07.06,단순투자,"47,000,000","8,572",0.01,"2,044,000,000"
유가,00135917,한화손해보험,하이브,2020.11.18,단순투자,"122,000,000",0,0.00,0
유가,00135917,한화손해보험,녹십자,2020.03.18,단순투자,"93,000,000",0,0.00,0
유가,00135917,한화손해보험,SKC,2020.03.02,단순투자,"147,000,000",0,0.00,0
유가,00135917,한화손해보험,현대백화점,2020.03.05,단순투자,"151,000,000","3,421",0.01,"257,000,000"
유가,00135917,한화손해보험,현대건설,2020.03.05,단순투자,"148,000,000","4,487",0.00,"199,000,000"
유가,00135917,한화손해보험,신한서부티엔디리츠,2021.11.30,단순투자,"1,010,000,000","200,000",0.36,"1,000,000,000"
유가,00135917,한화손해보험,이노션,2020.07.30,단순투자,"60,000,000",939,0.00,"52,000,000"
유가,00135917,한화손해보험,서흥,2020.08.21,단순투자,"59,000,000",0,0.00,0
유가,00135917,한화손해보험,파크시스템스,2020.11.16,단순투자,"49,000,000",0,0.00,0
유가,00135917,한화손해보험,이녹스첨단소재,2020.08.10,단순투자,"30,000,000",0,0.00,0
유가,00135917,한화손해보험,현대에너지솔루션,2020.07.10,단순투자,"21,000,000",0,0.00,0
유가,00135917,한화손해보험,GS리테일,2020.10.12,단순투자,"124,000,000","2,591",0.00,"79,000,000"
유가,00135917,한화손해보험,GS,2020.11.10,단순투자,"123,000,000",0,0.00,0
유가,00135917,한화손해보험,신세계,2020.03.04,단순투자,"150,000,000",0,0.00,0
유가,00135917,한화손해보험,NH올원리츠,2021.11.18,단순투자,"1,434,000,000","400,000",0.95,"2,076,000,000"
유가,00135917,한화손해보험,셀트리온,2020.12.21,단순투자,"121,000,000",0,0.00,0
유가,00135917,한화손해보험,넷마블,2020.11.19,단순투자,"117,000,000",0,0.00,0
유가,00135917,한화손해보험,아모레퍼시픽,2020.11.19,단순투자,"117,000,000",0,0.00,0
유가,00135917,한화손해보험,오리온,2020.03.18,단순투자,"94,000,000",0,0.00,0
유가,00135917,한화손해보험,BNK금융지주,2020.11.27,단순투자,"118,000,000","14,530",0.00,"122,000,000"
유가,00135917,한화손해보험,후성,2020.10.12,단순투자,"120,000,000","30,398",0.03,"702,000,000"
유가,00135917,한화손해보험,신한지주,2020.12.04,단순투자,"121,000,000","6,379",0.00,"235,000,000"
유가,00135917,한화손해보험,롯데케미칼,2020.10.21,단순투자,"119,000,000",0,0.00,0
유가,00135917,한화손해보험,아미코젠,2020.07.24,단순투자,"59,000,000",0,0.00,0
유가,00135917,한화손해보험,이마트,2021.02.18,단순투자,"191,000,000",833,0.00,"126,000,000"
유가,00135917,한화손해보험,삼성전자,2020.03.02,단순투자,"1,002,000,000","43,964",0.00,"3,442,000,000"
유가,00135917,한화손해보험,한국자산신탁,2021.04.09,단순투자,"64,000,000","84,848",0.07,"347,000,000"
유가,00135917,한화손해보험,LF,2021.05.10,단순투자,"104,000,000","7,069",0.02,"122,000,000"
유가,00135917,한화손해보험,한섬,2021.06.29,단순투자,"52,000,000","7,064",0.03,"251,000,000"
유가,00135917,한화손해보험,NAVER,2021.08.18,단순투자,"639,000,000","1,014",0.00,"384,000,000"
유가,00135917,한화손해보험,DL이앤씨,2021.09.06,단순투자,"51,000,000","2,699",0.01,"321,000,000"
유가,00135917,한화손해보험,강원랜드,2021.11.03,단순투자,"50,000,000","5,530",0.00,"133,000,000"
유가,00135917,한화손해보험,DGB금융지주,2021.11.05,단순투자,"296,000,000","21,839",0.01,"205,000,000"
유가,00135917,한화손해보험,인텔리안테크,2021.11.09,단순투자,"124,000,000","6,071",0.07,"559,000,000"
유가,00135917,한화손해보험,에스티팜,2021.12.08,단순투자,"251,000,000","4,676",0.03,"651,000,000"
유가,00135917,한화손해보험,SK하이닉스,2020.03.03,단순투자,"349,000,000","15,627",0.00,"2,047,000,000"
유가,00135917,한화손해보험,삼성SDI,2021.12.15,단순투자,"202,000,000",481,0.00,"315,000,000"
유가,00135917,한화손해보험,호텔신라,2021.12.16,단순투자,"50,000,000","1,336",0.00,"104,000,000"
유가,00135917,한화손해보험,대주전자재료,2021.12.17,단순투자,"252,000,000","6,630",0.04,"707,000,000"
유가,00135917,한화손해보험,나노신소재,2021.12.17,단순투자,"251,000,000","7,788",0.07,"535,000,000"
유가,00135917,한화손해보험,와이지엔터테인먼트,2021.12.17,단순투자,"76,000,000","1,953",0.01,"109,000,000"
유가,00135917,한화손해보험,더블유게임즈,2021.12.17,단순투자,"252,000,000","8,703",0.05,"504,000,000"
유가,00135917,한화손해보험,에코프로,2021.12.20,단순투자,"356,000,000","4,528",0.02,"532,000,000"
유가,00135917,한화손해보험,위메이드,2021.12.20,단순투자,"348,000,000","2,816",0.01,"501,000,000"
유가,00135917,한화손해보험,큐브엔터,2021.12.22,단순투자,"352,000,000","27,125",0.20,"682,000,000"
유가,00135917,한화손해보험,LG화학,2020.03.05,단순투자,"149,000,000",0,0.00,0
유가,00135917,한화손해보험,KG모빌리언스,2021.12.24,단순투자,"354,000,000","28,561",0.07,"348,000,000"
유가,00135917,한화손해보험,LG생활건강,2021.12.29,단순투자,"542,000,000",92,0.00,"101,000,000"
유가,00148610,한화투자증권,차백신연구소,2019.07.02,단순투자,"813,000,000",-,-,-
유가,00156691,한국공항,메리츠증권,1999.05.01,단순투자,"1,264,000,000","1,326,882",0.20,"6,833,000,000"
코스닥,00490151,파트론,큐에스아이,2009.06.03,단순투자,"28,794,000","16,085",0.00,"419,013,000"
유가,00426086,티케이지휴켐스,삼성전자,2018.05.21,단순투자,"6,005,000,000","197,070",0.003,"15,431,000,000"
유가,00426086,티케이지휴켐스,금호석유화학,2021.04.09,단순투자,"2,538,000,000","100,000",0.3,"16,600,000,000"
유가,01042775,HL만도,맥스트,2019.07.18,단순투자,"2,000,000,000",-,-,-
유가,00102113,경인양행,네오세미테크,2000.09.01,단순투자,"12,000,000","60,000",0.12,-
유가,00133858,세방전지,세방,2007.12.21,단순투자,"4,122,000,000","400,000",2.38,"4,780,000,000"
유가,00133858,세방전지,우리금융지주,2016.04.21,단순투자,"7,766,000,000","321,936",0.05,"4,089,000,000"
유가,00104102,우리종금,카카오게임즈,2020.09.10,단순투자,"58,000,000",-,-,-
유가,00104102,우리종금,롯데렌탈,2021.08.19,단순투자,"1,180,000,000",-,-,-
코스닥,01234507,매일유업,NAVER,2021.05.11,단순투자,"3,970,971,000","11,200",0.0,"4,239,200,000"
코스닥,01234507,매일유업,카카오,2021.06.02,단순투자,"3,978,701,000","39,300",0.0,"4,421,250,000"
코스닥,01234507,매일유업,카카오뱅크,2021.09.16,단순투자,"2,949,953,000","59,000",0.0,"3,481,000,000"
코스닥,01234507,매일유업,대신증권,2021.12.28,단순투자,-,"234,000",0.0,"4,364,100,000"
코스닥,01234507,매일유업,NH투자증권,2021.12.28,단순투자,-,"366,000",0.1,"4,575,000,000"
코스닥,01234507,매일유업,BNK금융지주,2021.12.28,단순투자,-,"570,000",0.2,"4,788,000,000"
코스닥,01234507,매일유업,우리금융지주,2021.12.28,단순투자,-,"380,000",0.1,"4,826,000,000"
유가,00112059,상상인증권,에이프로젠,2016.05.17,단순투자,"4,600,000,000","333,333",0.6,"7,869,000,000"
유가,00112059,상상인증권,명신산업,2020.12.07,단순투자,"71,000,000","10,850",-,"326,000,000"
유가,00112059,상상인증권,SK바이오사이언스,2021.03.18,단순투자,"195,000,000","3,000",-,"675,000,000"
유가,00112059,상상인증권,엠투엔,2021.06.18,단순투자,"1,665,000,000","191,482",0.8,"2,250,000,000"
유가,00112059,상상인증권,카카오게임즈,2020.09.10,단순투자,"58,000,000","1,253",-,"114,000,000"
유가,00119195,동화약품,뷰노,2020.07.03,단순투자,"3,000,000,000","225,000",2.01,"4,253,000,000"
코스닥,00925587,위드텍,삼성전자,2021.01.28,단순투자,"1,128,050,000","7,000",-,"548,100,000"
코스닥,00925587,위드텍,우진비앤지,2021.01.22,단순투자,"2,362,730,000","49,000",0.17,"102,900,000"
코스닥,00925587,위드텍,신한제7호스팩,2021.03.23,단순투자,"196,140,000","59,693",1.31,"124,161,000"
코스닥,00925587,위드텍,유안타제8호스팩,2021.06.08,단순투자,"116,318,000","54,000",0.83,"112,860,000"
코스닥,00925587,위드텍,DB금융스팩8호,2021.06.09,단순투자,"118,103,000","50,000",0.83,"105,750,000"
코스닥,00925587,위드텍,교보11호스팩,2021.12.22,단순투자,"103,520,000","50,000",1.13,"109,000,000"
코스닥,00925587,위드텍,안지오랩,2020.10.05,단순투자,"335,767,000","42,500",1.57,"390,150,000"
코스닥,00925587,위드텍,씨아이에스,2021.10.27,단순투자,"630,264,000","7,000",0.01,"100,800,000"
코스닥,00925587,위드텍,인팩,2021.10.08,단순투자,"1,540,664,000","37,000",0.37,"486,550,000"
코스닥,00925587,위드텍,에이치엠씨제5호스팩,2021.05.12,단순투자,"235,856,000","86,000",1.68,"178,450,000"
코스닥,00925587,위드텍,DB금융스팩9호,2021.05.12,단순투자,"213,721,000","80,000",1.65,"167,600,000"
코스닥,00440712,어반리튬,LG전자,2021.02.24,단순투자,"171,000,000","1,000",0.0006,"138,000,000"
코스닥,00440712,어반리튬,바이오니아,2021.09.27,단순투자,"158,000,000","2,000",0.0077,"97,000,000"
코스닥,00440712,어반리튬,삼성전자,2021.02.04,단순투자,"84,000,000","3,000",0.0019,"235,000,000"
